timestamp,open,high,low,close,volume
2024-12-10 23:08:40.652743,2000.0,2003.932324080381,1998.0700521727913,2000.0,6261.1983197107365
2024-12-11 03:08:40.652743,2000.0,2001.6947850369465,1989.0260632889199,1997.4347139765762,9088.198058418231
2024-12-11 07:08:40.652743,1997.4347139765762,2019.9038120408202,1997.4347139765762,2010.5716131464444,9775.348289115887
2024-12-11 11:08:40.652743,2010.5716131464444,2044.7927107655041,2010.5716131464444,2041.3942762604438,7211.478636182839
2024-12-11 15:08:40.652743,2041.3942762604438,2041.3942762604438,2033.7121012854388,2036.818422098797,1710.7274637048024
2024-12-11 19:08:40.652743,2036.818422098797,2037.819783781433,2027.9514860496697,2032.2531592689245,219.82085608346353
2024-12-11 23:08:40.652743,2032.2531592689245,2065.726372250581,2032.2531592689245,2064.54998691958,2363.900118075727
2024-12-12 03:08:40.652743,2064.54998691958,2083.9526641535945,2064.54998691958,2080.6005155186144,8495.616687054691
2024-12-12 07:08:40.652743,2080.6005155186144,2080.6005155186144,2066.1745192879266,2071.0406890761756,388.7806600881182
2024-12-12 11:08:40.652743,2071.0406890761756,2087.1340669429133,2071.0406890761756,2082.484432410418,2959.96089520074
2024-12-12 15:08:40.652743,2082.484432410418,2082.484432410418,2067.695472902432,2073.042079543804,544.621860056597
2024-12-12 19:08:40.652743,2073.042079543804,2073.042079543804,2058.798426402393,2063.5946099832913,7567.2232361355245
2024-12-12 23:08:40.652743,2063.5946099832913,2078.1308968736244,2061.9872969471016,2068.7940898385195,3635.4994770749777
2024-12-13 03:08:40.652743,2068.7940898385195,2068.7940898385195,2023.5667595784694,2029.4191406239747,3649.9267690962442
2024-12-13 07:08:40.652743,2029.4191406239747,2029.4191406239747,1991.4760880081612,1994.6162698849814,9190.566958086827
2024-12-13 11:08:40.652743,1994.6162698849814,1994.6162698849814,1982.3313130982124,1983.6002529701952,485.4066369241078
2024-12-13 15:08:40.652743,1983.6002529701952,1983.6002529701952,1961.670984849223,1963.7080923303777,2896.539565372564
2024-12-13 19:08:40.652743,1963.7080923303777,1976.7648522251725,1963.7080923303777,1970.0753634397167,5842.8794632276
2024-12-13 23:08:40.652743,1970.0753634397167,1970.0753634397167,1949.4033221371394,1952.3836123701162,3595.1988768429937
2024-12-14 03:08:40.652743,1952.3836123701162,1952.3836123701162,1916.8582740704728,1925.0052647095863,4252.535140177404
2024-12-14 07:08:40.652743,1925.0052647095863,1958.5113105127816,1925.0052647095863,1953.4115811999482,2126.333079667111
2024-12-14 11:08:40.652743,1953.4115811999482,1953.4115811999482,1945.7070407902986,1949.1965819567592,8564.798996037358
2024-12-14 15:08:40.652743,1949.1965819567592,1951.9553541507346,1949.1965819567592,1950.7077590725885,9413.766752980768
2024-12-14 19:08:40.652743,1950.7077590725885,1950.7077590725885,1918.0584112036645,1923.110156432784,8374.67668631411
2024-12-14 23:08:40.652743,1923.110156432784,1923.110156432784,1909.0925296433943,1912.8333879832178,6581.04179997295
2024-12-15 03:08:40.652743,1912.8333879832178,1917.9556012112573,1912.8333879832178,1915.146435652802,2896.477021063037
2024-12-15 07:08:40.652743,1915.146435652802,1915.146435652802,1891.3029467495405,1893.2947378237714,7678.912830107022
2024-12-15 11:08:40.652743,1893.2947378237714,1901.7215762532621,1893.2947378237714,1900.5971381090005,640.8807580096258
2024-12-15 15:08:40.652743,1900.5971381090005,1900.5971381090005,1884.6301768240867,1889.3714760718392,3109.0308713247705
2024-12-15 19:08:40.652743,1889.3714760718392,1889.3714760718392,1881.1146579180563,1884.049234713368,9671.770448012925
2024-12-15 23:08:40.652743,1884.049234713368,1884.049234713368,1869.9899407654214,1872.9011908139116,8499.411252996195
2024-12-16 03:08:40.652743,1872.9011908139116,1910.408137922385,1872.9011908139116,1907.7798211078475,7154.951197675277
2024-12-16 07:08:40.652743,1907.7798211078475,1911.1901246586638,1903.1572355150763,1907.7131017599984,9029.207947816585
2024-12-16 11:08:40.652743,1907.7131017599984,1907.7131017599984,1881.1193882369828,1887.7257830997353,3992.6324901764306
2024-12-16 15:08:40.652743,1887.7257830997353,1908.3236132237528,1887.7257830997353,1903.4419480613922,5490.519895128265
