timestamp,open,high,low,close,volume
2025-11-10 23:08:40.791488,2000.0,2003.299687468466,1994.8170748678185,2000.0,4356.853619798491
2025-11-10 23:23:40.791488,2000.0,2004.1992142381594,1991.760150937845,1997.4347139765762,4038.870459872529
2025-11-10 23:38:40.791488,1997.4347139765762,2014.206960156837,1997.4347139765762,2010.5716131464444,2124.0388873963034
2025-11-10 23:53:40.791488,2010.5716131464444,2044.5636667263593,2010.5716131464444,2041.3942762604438,9114.996600422775
2025-11-11 00:08:40.791488,2041.3942762604438,2041.3942762604438,2034.7434715876211,2036.818422098797,445.6243712966157
2025-11-11 00:23:40.791488,2036.818422098797,2036.818422098797,2026.4736718875097,2032.2531592689245,1690.7278886472673
2025-11-11 00:38:40.791488,2032.2531592689245,2065.9449831469774,2032.2531592689245,2064.54998691958,591.1822960544907
2025-11-11 00:53:40.791488,2064.54998691958,2083.6674066377673,2064.54998691958,2080.6005155186144,2882.392526652203
2025-11-11 01:08:40.791488,2080.6005155186144,2080.6005155186144,2068.0199917354366,2071.0406890761756,3981.7264113552696
2025-11-11 01:23:40.791488,2071.0406890761756,2085.7176053513667,2071.0406890761756,2082.484432410418,2445.6399165758216
2025-11-11 01:38:40.791488,2082.484432410418,2082.484432410418,2065.7333985573014,2073.042079543804,3934.492927955609
2025-11-11 01:53:40.791488,2073.042079543804,2073.042079543804,2061.301161625195,2063.5946099832913,5294.882812848178
2025-11-11 02:08:40.791488,2063.5946099832913,2072.7315315571504,2063.5946099832913,2068.7940898385195,398.0283348920575
2025-11-11 02:23:40.791488,2068.7940898385195,2068.7940898385195,2020.044464103439,2029.4191406239747,2728.414433547816
2025-11-11 02:38:40.791488,2029.4191406239747,2029.4191406239747,1991.026524346066,1994.6162698849814,8496.281426654738
2025-11-11 02:53:40.791488,1994.6162698849814,1994.6162698849814,1975.8364718074572,1983.6002529701952,2846.900329277045
2025-11-11 03:08:40.791488,1983.6002529701952,1983.6002529701952,1962.4253039877267,1963.7080923303777,7188.89473509723
2025-11-11 03:23:40.791488,1963.7080923303777,1975.620613270207,1962.592029823563,1970.0753634397167,3187.6064140608796
2025-11-11 03:38:40.791488,1970.0753634397167,1970.0753634397167,1949.5732852636736,1952.3836123701162,2684.3804097249963
